oid;tingid
9130;13329
9131;13330
9132;13331
9133;13332
9134;13333
9135;13334
9136;13335
9137;13336
9138;13337
9139;13338
9140;13339
9141;13340
9142;13341
9143;13342
9144;13343
9145;13344
9146;13345
9147;13346
9148;13347
9149;13348
9150;13349
9151;13350
9152;13351
9153;13352
9154;13353
9155;13354
9156;13355
9157;13356
9158;13357
9159;13358
9160;13359
9161;13360
9162;13361
9163;13362
9164;13363
9165;13364
9166;13365
9167;13366
9168;13367
9169;13368
9170;13369
9171;13370
9172;13371
9173;13372
9174;13373
9175;13374
9176;13375
9177;13376
9178;13377
9179;13378
9180;13379
9181;13380
9182;13381
9183;13382
9184;13383
9185;13384
9186;13385
9187;13386
9188;13387
9189;13388
9190;13389
9191;13390
9192;13391
9193;13392
9194;13393
9195;13394
9196;13395
9197;13396
9198;13397
9199;13398
9200;13399
9201;13400
9202;13401
9203;13402
9204;13403
9205;13404
9206;13405
9207;13406
9208;13407
9209;13408
9210;13409
9211;13410
9212;13411
9213;13412
9214;13413
9215;13414
9216;13415
9217;517
9218;13416
9219;518
9220;13417
9221;13418
9222;13419
9223;13420
9224;13421
9225;13422
9226;13423
9227;13424
9228;13425
9229;13426
9230;13427
9231;13428
9232;13429
9233;13430
9234;13431
9235;13432
9236;13433
9237;13434
9238;13435
9239;13436
9240;519
9241;13437
9242;520
9243;13438
9244;13439
9245;13440
9246;13441
9247;13442
9248;13443
9249;13444
9250;13445
9251;13446
9252;13447
9253;13448
9254;13449
9255;13450
9256;13451
9257;13452
9258;13453
9259;13454
9260;13455
9261;13456
9262;13457
9263;13458
9264;521
9265;13459
9266;13460
9267;13461
9268;13462
9269;13463
9270;13464
9271;13465
9272;13466
9273;13467
9274;13468
9275;13469
9276;13470
9277;13471
9278;13472
9279;13473
9280;13474
9281;13475
9282;13476
9283;13477
9284;13478
9285;13479
9286;13480
9287;13481
9288;13482
9289;13483
9290;13484
9291;13485
9292;13486
9293;13487
9294;13488
9295;13489
9296;13490
9297;13491
9298;13492
9299;13493
9300;13494
9301;13495
9302;13496
9303;13497
9304;13498
9305;13499
9306;13500
9307;13501
9308;13502
9309;13503
9310;13504
9311;13505
9312;13506
9313;13507
9314;13508
9315;13509
9316;13510
9317;13511
9318;13512
9319;13513
9320;13514
9321;13515
9322;13516
9323;13517
9324;13518
9325;13519
9326;13520
9327;13521
9328;13522
9329;13523
9330;13524
9331;13525
9332;13526
9333;13527
9334;13528
9335;13529
9336;13530
9337;13531
9338;13532
9339;13533
9340;13534
9341;13535
9342;13536
9343;13537
9344;13538
9345;13539
9346;13540
9347;522
9348;13541
9349;13542
9350;13543
9351;13544
9352;13545
9353;13546
9354;13547
9355;13548
9356;13549
9357;13550
9358;13551
9359;13552
9360;13553
9361;13554
9362;13555
9363;13556
9364;13557
9365;13558
9366;13559
9367;13560
9368;13561
9369;13562
9370;13563
9371;13564
9372;13565
9373;13566
9374;13567
9375;13568
9376;13569
9377;13570
9378;13571
9379;13572
9380;13573
9381;13574
9382;13575
9383;13576
9384;13577
9385;13578
9386;13579
9387;13580
9388;13581
9389;13582
9390;13583
9391;13584
9392;13585
9393;13586
9394;13587
9395;13588
9396;13589
9397;13590
9398;13591
9399;13592
9400;13593
9401;13594
9402;13595
9403;13596
9404;13597
9405;13598
9406;13599
9407;13600
9408;523
9409;13601
9410;524
9411;13602
9412;13603
9413;13604
9414;13605
9415;13606
9416;13607
9417;13608
9418;13609
9419;13610
9420;13611
9421;13612
9422;13613
9423;13614
9424;13615
9425;13616
9426;13617
9427;13618
9428;13619
9429;13620
9430;13621
9431;13622
9432;13623
9433;525
9434;13624
9435;526
9436;13625
9437;13626
9438;13627
9439;13628
9440;13629
9441;13630
9442;13631
9443;13632
9444;13633
9445;13634
9446;13635
9447;13636
9448;13637
9449;13638
9450;13639
9451;13640
9452;13641
9453;13642
9454;13643
9455;13644
9456;13645
9457;527
9458;13646
9459;528
9460;13647
9461;13648
9462;13649
9463;13650
9464;13651
9465;13652
9466;13653
9467;13654
9468;13655
9469;13656
9470;13657
9471;13658
9472;13659
9473;13660
9474;13661
9475;13662
9476;13663
9477;529
9478;530
9479;13664
9480;13665
9481;13666
9482;13667
9483;13668
9484;531
9485;13669
9486;13670
9487;532
9488;13671
9489;13672
9490;13673
9491;13674
9492;13675
9493;13676
9494;533
9495;13677
9496;13678
9497;13679
9498;13680
9499;13681
9500;534
9501;13682
9502;13683
9503;13684
9504;13685
9505;13686
9506;13687
9507;13688
9508;13689
9509;13690
9510;13691
9511;13692
9512;13693
9513;13694
9514;13695
9515;13696
9516;13697
9517;13698
9518;13699
9519;13700
9520;13701
9521;13702
9522;13703
9523;13704
9524;13705
9525;13706
9526;13707
9527;13708
9528;13709
9529;13710
9530;13711
9531;13712
9532;535
9533;13713
9534;13714
9535;13715
9536;13716
9537;13717
9538;13718
9539;13719
9540;13720
9541;13721
9542;13722
9543;536
9544;13723
9545;13724
9546;13725
9547;13726
9548;13727
9549;13728
9550;13729
9551;537
9552;13730
9553;13731
9554;13732
9555;13733
9556;13734
9557;13735
9558;13736
9559;538
9560;13737
9561;13738
9562;13739
9563;13740
9564;13741
9565;13742
9566;13743
9567;539
9568;13744
9569;13745
9570;13746
9571;13747
9572;13748
9573;13749
9574;13750
9575;13751
9576;13752
9577;13753
9578;13754
9579;13755
9580;13756
9581;13757
9582;13758
9583;13759
9584;13760
9585;13761
9586;13762
9587;13763
9588;13764
9589;13765
9590;13766
9591;13767
9592;13768
9593;13769
9594;13770
9595;13771
9596;13772
9597;13773
9598;13774
9599;13775
9600;13776
9601;13777
9602;13778
9603;13779
9604;13780
9605;13781
9606;13782
9607;540
9608;13783
9609;13784
9610;13785
9611;13786
9612;13787
9613;13788
9614;13789
9615;541
9616;13790
9617;13791
9618;13792
9619;542
9620;13793
9621;13794
9622;13795
9623;13796
9624;13797
9625;13798
9626;13799
9627;543
9628;13800
9629;13801
9630;13802
9631;13803
9632;13804
9633;13805
9634;13806
9635;13807
9636;13808
9637;13809
9638;13810
9639;13811
9640;13812
9641;13813
9642;13814
9643;13815
9644;13816
9645;13817
9646;13818
9647;13819
9648;13820
9649;13821
9650;13822
9651;544
9652;13823
9653;13824
9654;13825
9655;13826
9656;13827
9657;13828
9658;13829
9659;13830
9660;13831
9661;13832
9662;13833
9663;13834
9664;13835
9665;13836
9666;13837
9667;545
9668;13838
9669;546
9670;547
9671;13839
9672;13840
9673;13841
9674;13842
9675;13843
9676;548
9677;13844
9678;13845
9679;549
9680;13846
9681;13847
9682;13848
9683;13849
9684;13850
9685;550
9686;13851
9687;13852
9688;13853
9689;13854
9690;551
9691;13855
9692;13856
9693;13857
9694;13858
9695;552
9696;13859
9697;13860
9698;13861
9699;13862
9700;13863
9701;13864
9702;13865
9703;13866
9704;13867
9705;13868
9706;13869
9707;13870
9708;13871
9709;13872
9710;13873
9711;13874
9712;13875
9713;13876
9714;13877
9715;13878
9716;13879
9717;13880
9718;13881
9719;13882
9720;13883
9721;13884
9722;13885
9723;13886
9724;553
9725;13887
9726;13888
9727;13889
9728;13890
9729;13891
9730;13892
9731;13893
9732;13894
9733;13895
9734;13896
9735;13897
9736;13898
9737;13899
9738;13900
9739;13901
9740;13902
9741;13903
9742;13904
9743;13905
9744;13906
9745;13907
9746;13908
9747;13909
9748;13910
9749;13911
9750;13912
9751;13913
9752;13914
9753;13915
9754;13916
9755;13917
9756;13918
9757;13919
9758;13920
9759;13921
9760;13922
9761;13923
9762;13924
9763;13925
9764;13926
9765;13927
9766;13928
9767;13929
9768;13930
9769;13931
9770;13932
9771;13933
9772;13934
9773;13935
9774;13936
9775;13937
9776;13938
9777;13939
9778;13940
9779;13941
9780;13942
9781;13943
9782;13944
9783;13945
9784;13946
9785;13947
9786;13948
9787;13949
9788;13950
9789;13951
9790;13952
9791;13953
9792;13954
9793;13955
9794;13956
9795;13957
9796;13958
9797;13959
9798;13960
9799;13961
9800;13962
9801;13963
9802;13964
9803;13965
9804;13966
9805;13967
9806;13968
9807;13969
9808;13970
9809;13971
9810;13972
9811;13973
9812;13974
9813;13975
9814;13976
9815;13977
9816;13978
9817;13979
9818;13980
9819;13981
9820;13982
9821;13983
9822;13984
9823;13985
9824;13986
9825;13987
9826;13988
9827;13989
9828;13990
9829;13991
9830;13992
9831;13993
9832;13994
9833;13995
9834;13996
9835;13997
9836;13998
9837;13999
9838;14000
9839;14001
9840;14002
9841;14003
9842;14004
9843;14005
9844;14006
9845;14007
9846;14008
9847;14009
9848;14010
9849;14011
9850;14012
9851;14013
9852;14014
9853;14015
9854;14016
9855;14017
9856;14018
9857;14019
9858;14020
9859;14021
9860;14022
9861;14023
9862;14024
9863;14025
9864;14026
9865;14027
9866;14028
9867;14029
9868;14030
9869;14031
9870;14032
9871;14033
9872;14034
9873;14035
9874;14036
9875;14037
9876;14038
9877;14039
9878;14040
9879;14041
9880;14042
9881;14043
9882;14044
9883;14045
9884;14046
9885;14047
9886;14048
9887;14049
9888;14050
9889;14051
9890;14052
9891;14053
9892;14054
9893;14055
9894;14056
9895;14057
9896;14058
9897;14059
9898;14060
9899;14061
9900;14062
9901;14063
9902;14064
9903;14065
9904;14066
9905;14067
9906;14068
9907;14069
9908;14070
9909;14071
9910;14072
9911;14073
9912;14074
9913;14075
9914;14076
9915;14077
9916;14078
9917;14079
9918;14080
9919;14081
9920;14082
9921;14083
9922;14084
9923;14085
9924;14086
9925;14087
9926;14088
9927;14089
9928;14090
9929;14091
9930;14092
9931;14093
9932;14094
9933;14095
9934;14096
9935;14097
9936;14098
9937;14099
9938;14100
9939;14101
9940;14102
9941;14103
9942;14104
9943;14105
9944;14106
9945;14107
9946;14108
9947;14109
9948;14110
9949;14111
9950;14112
9951;14113
9952;14114
9953;14115
9954;14116
9955;14117
9956;14118
9957;14119
9958;14120
9959;14121
9960;14122
9961;14123
9962;14124
9963;14125
9964;14126
9965;14127
9966;14128
9967;14129
9968;14130
9969;14131
9970;14132
9971;14133
9972;14134
9973;14135
9974;14136
9975;14137
9976;14138
9977;14139
9978;14140
9979;14141
9980;14142
9981;14143
9982;14144
9983;14145
9984;14146
9985;14147
9986;14148
9987;14149
9988;14150
9989;14151
9990;14152
9991;14153
9992;14154
9993;14155
9994;14156
9995;14157
9996;14158
9997;14159
9998;14160
9999;14161
10000;14162
10001;14163
10002;14164
10003;14165
10004;14166
10005;14167
10006;14168
10007;14169
10008;14170
10009;14171
10010;14172
10011;14173
10012;14174
10013;14175
10014;14176
10015;14177
10016;14178
10017;14179
10018;14180
10019;14181
10020;14182
10021;14183
10022;14184
10023;14185
10024;14186
10025;14187
10026;14188
10027;14189
10028;14190
10029;14191
10030;14192
10031;14193
10032;14194
10033;14195
10034;14196
10035;14197
10036;14198
10037;14199
10038;14200
10039;14201
10040;14202
10041;14203
10042;14204
10043;14205
10044;14206
10045;14207
10046;14208
10047;14209
10048;14210
10049;14211
10050;14212
10051;14213
10052;14214
10053;14215
10054;14216
10055;14217
10056;14218
10057;14219
10058;14220
10059;14221
10060;14222
10061;14223
10062;14224
10063;14225
10064;14226
10065;14227
10066;14228
10067;14229
10068;14230
10069;14231
10070;14232
10071;14233
10072;14234
10073;14235
10074;14236
10075;14237
10076;14238
10077;14239
10078;14240
10079;14241
10080;14242
10081;14243
10082;14244
10083;14245
10084;14246
10085;14247
10086;14248
10087;14249
10088;14250
10089;14251
10090;14252
10091;14253
10092;14254
10093;14255
10094;14256
10095;14257
10096;14258
10097;14259
10098;14260
10099;14261
10100;14262
10101;14263
10102;14264
10103;14265
10104;14266
10105;14267
10106;14268
10107;14269
10108;14270
10109;14271
10110;14272
10111;14273
10112;14274
10113;14275
10114;14276
10115;14277
10116;14278
10117;14279
10118;14280
10119;14281
10120;14282
10121;14283
10122;14284
10123;14285
10124;14286
10125;14287
10126;14288
10127;14289
10128;14290
10129;14291
10130;14292
10131;14293
10132;14294
10133;14295
10134;14296
10135;14297
10136;14298
10137;14299
10138;14300
10139;14301
10140;14302
10141;14303
10142;14304
10143;14305
10144;14306
10145;14307
10146;14308
10147;14309
10148;14310
10149;14311
10150;14312
10151;14313
10152;14314
10153;14315
10154;14316
10155;14317
10156;14318
10157;14319
10158;14320
10159;14321
10160;14322
10161;14323
10162;14324
10163;14325
10164;14326
10165;14327
10166;14328
10167;14329
10168;14330
10169;14331
10170;14332
10171;14333
10172;14334
10173;14335
10174;14336
10175;14337
10176;14338
10177;14339
10178;14340
10179;14341
10180;14342
10181;14343
10182;14344
10183;14345
10184;14346
10185;14347
10186;14348
10187;14349
10188;14350
10189;14351
10190;14352
10191;14353
10192;14354
10193;14355
10194;14356
10195;14357
10196;14358
10197;14359
10198;14360
10199;14361
10200;14362
10201;14363
10202;14364
10203;14365
10204;14366
10205;14367
10206;14368
10207;14369
10208;14370
10209;14371
10210;14372
10211;14373
10212;14374
10213;14375
10214;14376
10215;14377
10216;14378
10217;14379
10218;14380
10219;14381
10220;14382
10221;14383
10222;14384
10223;14385
10224;14386
10225;14387
10226;14388
10227;14389
10228;14390
10229;14391
10230;14392
10231;14393
10232;14394
10233;14395
10234;14396
10235;14397
10236;14398
10237;14399
10238;14400
10239;14401
10240;554
10241;14402
10242;14403
10243;14404
10244;14405
10245;14406
10246;14407
10247;14408
10248;14409
10249;14410
10250;14411
10251;14412
10252;14413
10253;14414
10254;14415
10255;14416
10256;14417
10257;14418
10258;14419
10259;14420
10260;14421
10261;14422
10262;14423
10263;14424
10264;14425
10265;555
10266;14426
10267;556
10268;14427
10269;14428
10270;14429
10271;14430
10272;14431
10273;14432
10274;14433
10275;14434
10276;14435
10277;14436
10278;14437
10279;14438
10280;557
10281;14439
10282;14440
10283;14441
10284;14442
10285;14443
10286;14444
10287;14445
10288;14446
10289;558
10290;14447
10291;559
10292;560
10293;14448
10294;561
10295;14449
10296;14450
10297;14451
10298;14452
10299;14453
10300;562
10301;14454
10302;14455
10303;14456
10304;14457
10305;14458
10306;14459
10307;14460
10308;14461
10309;14462
10310;14463
10311;14464
10312;14465
10313;14466
10314;14467
10315;14468
10316;14469
10317;14470
10318;14471
10319;14472
10320;14473
10321;14474
10322;14475
10323;14476
10324;14477
10325;14478
10326;14479
10327;14480
10328;14481
10329;14482
10330;14483
10331;14484
10332;14485
10333;14486
10334;14487
10335;14488
10336;14489
10337;14490
10338;14491
10339;14492
10340;14493
10341;14494
10342;14495
10343;14496
10344;14497
10345;14498
10346;14499
10347;14500
10348;14501
10349;14502
10350;14503
10351;14504
10352;14505
10353;14506
10354;14507
10355;14508
10356;14509
10357;14510
10358;14511
10359;14512
10360;14513
10361;14514
10362;14515
10363;14516
10364;14517
10365;14518
10366;14519
10367;14520
10368;14521
10369;14522
10370;14523
10371;14524
10372;14525
10373;14526
10374;14527
10375;14528
10376;14529
10377;14530
10378;14531
10379;14532
10380;14533
10381;14534
10382;14535
10383;14536
10384;14537
10385;14538
10386;14539
10387;14540
10388;14541
10389;14542
10390;14543
10391;14544
10392;14545
10393;14546
10394;14547
10395;14548
10396;14549
10397;14550
10398;14551
10399;14552
10400;14553
10401;14554
10402;14555
10403;14556
10404;14557
10405;14558
10406;14559
10407;14560
10408;14561
10409;14562
10410;14563
10411;14564
10412;14565
10413;14566
10414;14567
10415;14568
10416;14569
10417;14570
10418;14571
10419;563
10420;14572
10421;14573
10422;14574
10423;14575
10424;14576
10425;14577
10426;14578
10427;14579
10428;14580
10429;14581
10430;14582
10431;14583
10432;14584
10433;14585
10434;14586
10435;564
10436;14587
10437;14588
10438;14589
10439;14590
10440;14591
10441;14592
10442;14593
10443;14594
10444;14595
10445;14596
10446;14597
10447;14598
10448;14599
10449;14600
10450;14601
10451;14602
10452;14603
10453;14604
10454;14605
10455;14606
10456;565
10457;14607
10458;566
10459;14608
10460;14609
10461;14610
10462;14611
10463;14612
10464;14613
10465;14614
10466;14615
10467;14616
10468;14617
10469;14618
10470;14619
10471;14620
10472;14621
10473;567
10474;14622
10475;14623
10476;14624
10477;14625
10478;14626
10479;14627
10480;568
10481;14628
10482;569
10483;14629
10484;14630
10485;570
10486;14631
10487;571
10488;14632
10489;14633
10490;14634
10491;14635
10492;14636
10493;14637
10494;14638
10495;14639
10496;572
10497;14640
10498;14641
10499;573
10500;14642
10501;14643
10502;574
10503;14644
10504;14645
10505;14646
10506;14647
10507;14648
10508;575
10509;14649
10510;14650
10511;14651
10512;576
10513;14652
10514;14653
10515;14654
10516;14655
10517;577
10518;14656
10519;14657
10520;14658
10521;14659
10522;578
10523;14660
10524;14661
10525;14662
10526;14663
10527;579
10528;14664
10529;14665
10530;14666
10531;580
10532;14667
10533;14668
10534;581
10535;14669
10536;14670
10537;582
10538;14671
10539;14672
10540;583
10541;14673
10542;14674
10543;14675
10544;584
10545;14676
10546;14677
10547;585
10548;14678
10549;586
10550;14679
10551;14680
10552;14681
10553;14682
10554;14683
10555;14684
10556;14685
10557;14686
10558;14687
10559;14688
10560;14689
10561;14690
10562;14691
10563;587
10564;14692
10565;14693
10566;14694
10567;588
10568;14695
10569;14696
10570;14697
10571;14698
10572;14699
10573;14700
10574;14701
10575;589
10576;14702
10577;14703
10578;14704
10579;590
10580;14705
10581;14706
10582;14707
10583;14708
10584;14709
10585;14710
10586;14711
10587;591
10588;14712
10589;14713
10590;14714
10591;14715
10592;14716
10593;14717
10594;14718
10595;14719
10596;14720
10597;14721
10598;14722
10599;592
10600;14723
10601;14724
10602;14725
10603;14726
10604;14727
10605;14728
10606;14729
10607;14730
10608;14731
10609;14732
10610;14733
10611;593
10612;14734
10613;14735
10614;14736
10615;14737
10616;14738
10617;14739
10618;14740
10619;14741
10620;14742
10621;14743
10622;14744
10623;14745
10624;14746
10625;14747
10626;14748
10627;594
10628;14749
10629;14750
10630;14751
10631;14752
10632;14753
10633;14754
10634;14755
10635;14756
10636;14757
10637;14758
10638;14759
10639;14760
10640;14761
10641;14762
10642;14763
10643;14764
10644;14765
10645;14766
10646;14767
10647;595
10648;14768
10649;14769
10650;14770
10651;14771
10652;14772
10653;14773
10654;14774
10655;596
10656;14775
10657;14776
10658;14777
10659;597
10660;14778
10661;14779
10662;14780
10663;14781
10664;14782
10665;14783
10666;14784
10667;14785
10668;14786
10669;14787
10670;14788
10671;14789
10672;14790
10673;14791
10674;14792
10675;598
10676;14793
10677;14794
10678;14795
10679;599
10680;14796
10681;14797
10682;14798
10683;14799
10684;14800
10685;14801
10686;14802
10687;14803
10688;14804
10689;14805
10690;14806
10691;600
10692;14807
10693;14808
10694;14809
10695;14810
10696;14811
10697;14812
10698;14813
10699;14814
10700;14815
10701;14816
10702;14817
10703;601
10704;14818
10705;14819
10706;14820
10707;602
10708;14821
10709;14822
10710;603
10711;14823
10712;14824
10713;604
10714;14825
10715;14826
10716;605
10717;14827
10718;14828
10719;14829
10720;14830
10721;14831
10722;14832
10723;14833
10724;14834
10725;606
10726;14835
10727;14836
10728;14837
10729;14838
10730;14839
10731;14840
10732;14841
10733;14842
10734;14843
10735;14844
10736;14845
10737;14846
10738;14847
10739;607
10740;14848
10741;14849
10742;608
10743;14850
10744;14851
10745;14852
10746;14853
10747;14854
10748;609
10749;14855
10750;14856
10751;14857
10752;14858
10753;14859
10754;14860
10755;14861
10756;14862
10757;14863
10758;14864
10759;14865
10760;14866
10761;14867
10762;14868
10763;14869
10764;14870
10765;14871
10766;14872
10767;14873
10768;14874
10769;14875
10770;14876
10771;14877
10772;14878
10773;14879
10774;14880
10775;14881
10776;14882
10777;14883
10778;14884
10779;14885
10780;14886
10781;14887
10782;14888
10783;14889
10784;14890
10785;14891
10786;14892
10787;14893
10788;14894
10789;14895
10790;14896
10791;14897
10792;14898
10793;14899
10794;14900
10795;14901
10796;14902
10797;14903
10798;14904
10799;14905
10800;14906
10801;14907
10802;14908
10803;14909
10804;14910
10805;14911
10806;14912
10807;14913
10808;14914
10809;14915
10810;14916
10811;14917
10812;14918
10813;14919
10814;14920
10815;14921
10816;14922
10817;14923
10818;14924
10819;14925
10820;14926
10821;14927
10822;14928
10823;14929
10824;14930
10825;14931
10826;14932
10827;14933
10828;14934
10829;14935
10830;14936
10831;14937
10832;14938
10833;14939
10834;14940
10835;14941
10836;14942
10837;14943
10838;14944
10839;14945
10840;14946
10841;14947
10842;14948
10843;14949
10844;14950
10845;14951
10846;14952
10847;14953
10848;14954
10849;14955
10850;14956
10851;14957
10852;14958
10853;14959
10854;14960
10855;14961
10856;14962
10857;14963
10858;14964
10859;14965
10860;14966
10861;14967
10862;14968
10863;14969
10864;14970
10865;14971
10866;14972
10867;14973
10868;14974
10869;14975
10870;14976
10871;14977
10872;14978
10873;14979
10874;14980
10875;14981
10876;14982
10877;14983
10878;14984
10879;14985
10880;14986
10881;14987
10882;14988
10883;14989
10884;14990
10885;14991
10886;14992
10887;14993
10888;14994
10889;14995
10890;14996
10891;14997
10892;14998
10893;14999
10894;15000
10895;15001
10896;15002
10897;15003
10898;15004
10899;15005
10900;15006
10901;15007
10902;15008
10903;15009
10904;15010
10905;15011
10906;15012
10907;15013
10908;15014
10909;15015
10910;15016
10911;15017
10912;15018
10913;15019
10914;15020
10915;15021
10916;15022
10917;15023
10918;15024
10919;15025
10920;15026
10921;15027
10922;15028
10923;15029
10924;15030
10925;15031
10926;15032
10927;15033
10928;15034
10929;15035
10930;15036
10931;15037
10932;15038
10933;15039
10934;15040
10935;15041
10936;15042
10937;15043
10938;15044
10939;15045
10940;15046
10941;15047
10942;15048
10943;15049
10944;15050
10945;15051
10946;15052
10947;15053
10948;15054
10949;15055
10950;15056
10951;15057
10952;15058
10953;15059
10954;15060
10955;15061
10956;15062
10957;15063
10958;15064
10959;15065
10960;15066
10961;15067
10962;15068
10963;15069
10964;15070
10965;15071
10966;15072
10967;15073
10968;15074
10969;15075
10970;15076
10971;15077
10972;15078
10973;15079
10974;15080
10975;15081
10976;15082
10977;15083
10978;15084
10979;15085
10980;15086
10981;15087
10982;15088
10983;15089
10984;15090
10985;15091
10986;15092
10987;15093
10988;15094
10989;15095
10990;15096
10991;15097
10992;15098
10993;15099
10994;15100
10995;15101
10996;15102
10997;15103
10998;15104
10999;15105
11000;15106
11001;15107
11002;15108
11003;15109
11004;15110
11005;15111
11006;15112
11007;15113
11008;15114
11009;15115
11010;15116
11011;15117
11012;15118
11013;15119
11014;15120
11015;15121
11016;15122
11017;15123
11018;15124
11019;15125
11020;15126
11021;15127
11022;15128
11023;15129
11024;15130
11025;15131
11026;15132
11027;15133
11028;15134
11029;15135
11030;15136
11031;15137
11032;15138
11033;15139
11034;15140
11035;15141
11036;15142
11037;15143
11038;15144
11039;15145
11040;15146
11041;15147
11042;15148
11043;15149
11044;15150
11045;15151
11046;15152
11047;15153
11048;15154
11049;15155
11050;15156
11051;15157
11052;15158
11053;15159
11054;15160
11055;15161
11056;15162
11057;15163
11058;15164
11059;15165
11060;15166
11061;15167
11062;15168
11063;15169
11064;15170
11065;15171
11066;15172
11067;15173
11068;15174
11069;15175
11070;15176
11071;15177
11072;15178
11073;15179
11074;15180
11075;15181
11076;15182
11077;15183
11078;15184
11079;15185
11080;15186
11081;15187
11082;15188
11083;15189
11084;15190
11085;15191
11086;15192
11087;15193
11088;15194
11089;15195
11090;15196
11091;15197
11092;15198
11093;15199
11094;15200
11095;15201
11096;15202
11097;15203
11098;15204
11099;15205
11100;15206
11101;15207
11102;15208
11103;15209
11104;15210
11105;15211
11106;15212
11107;15213
11108;15214
11109;15215
11110;15216
11111;15217
11112;15218
11113;15219
11114;15220
11115;15221
11116;15222
11117;15223
11118;15224
11119;15225
11120;15226
11121;15227
11122;15228
11123;15229
11124;15230
11125;15231
11126;15232
11127;15233
11128;15234
11129;15235
11130;15236
11131;15237
11132;15238
11133;15239
11134;15240
11135;15241
11136;15242
11137;15243
11138;15244
11139;15245
11140;15246
11141;15247
11142;15248
11143;15249
11144;15250
11145;15251
11146;15252
11147;15253
11148;15254
11149;15255
11150;15256
11151;15257
11152;15258
11153;15259
11154;15260
11155;15261
11156;15262
11157;15263
11158;15264
11159;15265
11160;15266
11161;15267
11162;15268
11163;15269
11164;15270
11165;15271
11166;15272
11167;15273
11168;15274
11169;15275
11170;15276
11171;15277
11172;15278
11173;15279
11174;15280
11175;15281
11176;15282
11177;15283
11178;15284
11179;15285
11180;15286
11181;15287
11182;15288
11183;15289
11184;15290
11185;15291
11186;15292
11187;15293
11188;15294
11189;15295
11190;15296
11191;15297
11192;15298
11193;15299
11194;15300
11195;15301
11196;15302
11197;15303
11198;15304
11199;15305
11200;15306
11201;15307
11202;15308
11203;15309
11204;15310
11205;15311
11206;15312
11207;15313
11208;15314
11209;15315
11210;15316
11211;15317
11212;15318
11213;15319
11214;15320
11215;15321
11216;15322
11217;15323
11218;15324
11219;15325
11220;15326
11221;15327
11222;15328
11223;15329
11224;15330
11225;15331
11226;15332
11227;15333
11228;15334
11229;15335
11230;15336
11231;15337
11232;15338
11233;15339
11234;15340
11235;15341
11236;15342
11237;15343
11238;15344
11239;15345
11240;15346
11241;15347
11242;15348
11243;15349
11244;15350
11245;15351
11246;15352
11247;15353
11248;15354
11249;15355
11250;15356
11251;15357
11252;15358
11253;15359
11254;15360
11255;15361
11256;15362
11257;15363
11258;15364
11259;15365
11260;15366
11261;15367
11262;15368
11263;15369
11264;610
11265;611
11266;15370
11267;612
11268;613
11269;614
11270;615
11271;616
11272;15371
11273;15372
11274;15373
11275;15374
11276;617
11277;15375
11278;15376
11279;618
11280;15377
11281;15378
11282;15379
11283;15380
11284;619
11285;620
11286;621
11287;622
11288;623
11289;624
11290;625
11291;626
11292;15381
11293;15382
11294;15383
11295;627
11296;15384
11297;628
11298;15385
11299;629
11300;630
11301;631
11302;632
11303;633
11304;634
11305;635
11306;15386
11307;15387
11308;636
11309;15388
11310;15389
11311;15390
11312;637
11313;638
11314;15391
11315;639
11316;640
11317;641
11318;642
11319;643
11320;15392
11321;15393
11322;15394
11323;15395
11324;644
11325;15396
11326;15397
11327;15398
11328;15399
11329;15400
11330;15401
11331;15402
11332;15403
11333;15404
11334;15405
11335;15406
11336;15407
11337;15408
11338;15409
11339;15410
11340;15411
11341;15412
11342;15413
11343;15414
11344;15415
11345;15416
11346;15417
11347;15418
11348;15419
11349;15420
11350;15421
11351;15422
11352;15423
11353;15424
11354;15425
11355;15426
11356;15427
11357;15428
11358;15429
11359;15430
11360;15431
11361;15432
11362;15433
11363;15434
11364;15435
11365;15436
11366;15437
11367;15438
11368;15439
11369;15440
11370;15441
11371;15442
11372;15443
11373;15444
11374;15445
11375;15446
11376;15447
11377;15448
11378;15449
11379;15450
11380;15451
11381;15452
11382;15453
11383;15454
11384;15455
11385;15456
11386;15457
11387;15458
11388;15459
11389;15460
11390;15461
11391;15462
11392;15463
11393;15464
11394;15465
11395;645
11396;15466
11397;15467
11398;15468
11399;646
11400;15469
11401;15470
11402;15471
11403;15472
11404;15473
11405;15474
11406;15475
11407;15476
11408;15477
11409;15478
11410;15479
11411;15480
11412;15481
11413;15482
11414;15483
11415;647
11416;15484
11417;15485
11418;15486
11419;15487
11420;15488
11421;15489
11422;15490
11423;15491
11424;15492
11425;15493
11426;15494
11427;648
11428;15495
11429;15496
11430;15497
11431;649
11432;15498
11433;15499
11434;15500
11435;15501
11436;15502
11437;15503
11438;15504
11439;15505
11440;15506
11441;15507
11442;15508
11443;650
11444;15509
11445;15510
11446;15511
11447;651
11448;15512
11449;15513
11450;15514
11451;15515
11452;15516
11453;15517
11454;15518
11455;15519
11456;15520
11457;15521
11458;652
11459;653
11460;15522
11461;15523
11462;654
11463;655
11464;15524
11465;15525
11466;15526
11467;15527
11468;656
11469;15528
11470;15529
11471;657
11472;15530
11473;15531
11474;15532
11475;15533
11476;15534
11477;15535
11478;658
11479;659
11480;660
11481;661
11482;662
11483;663
11484;664
11485;15536
